"SITE_ID","SITE_IGBP","month","TA_F_avg","VPD_F_avg","P_F_avg","NETRAD_avg","NEE_VUT_REF_avg","NEE_VUT_REF_QC_avg","NEE_CUT_REF_avg","NEE_CUT_REF_QC_avg","GPP_NT_VUT_REF_avg","GPP_DT_VUT_REF_avg","GPP_NT_CUT_REF_avg","GPP_DT_CUT_REF_avg","RECO_NT_VUT_REF_avg","RECO_DT_VUT_REF_avg","RECO_NT_CUT_REF_avg","RECO_DT_CUT_REF_avg","ET_avg","BESS-PAR_avg","BESS-PARdiff_avg","BESS-RSDN_avg","CSIF-SIFdaily_avg","CSIF-SIFinst_avg","PET_avg","Ts_avg","Tmean_avg","prcp_avg","vpd_avg","prcp-lag3_avg","ESACCI-sm_avg","b1_avg","b2_avg","b3_avg","b4_avg","b5_avg","b6_avg","b7_avg","EVI_avg","GCI_avg","NDVI_avg","NDWI_avg","NIRv_avg","kNDVI_avg","Percent_Snow_avg","Fpar_avg","Lai_avg","LST_Day_avg","LST_Night_avg","CO2_concentration_avg","dataset","MODIS_IGBP","MODIS_PFT","koppen_sub","koppen","hemisphere","LOCATION_LAT","LOCATION_LONG"
"US-GLE","ENF",6,9.65816666666667,7.682,1.94916666666667,186.31346845,-1.9238055,0.894560333333333,-1.85917266666667,0.905092833333333,4.85606333333333,4.66781666666667,4.81573833333333,4.64762,3.00209833333333,2.85728166666667,2.8678,2.94524,5.97265898333333,130.166666666667,47,301.5,0.11841574,0.300349006666667,-0.0358556338333333,284.130383333333,283.838616666667,0.0017953615,0.772093823333333,0.0070994085,0.155863761666667,0.097121665,0.222722206666667,0.0649708273333333,0.093377226,0.192938326666667,0.137713608333333,0.0813533241666667,0.238557286666667,1.65642201666667,0.41856169,0.235049583333333,0.0899796573333333,0.18503235,7.67222238333333,0.396666666666667,1.01666666666667,288.82,275.08,387.075833333333,"FLUXNET","GRA","GRA","Dfc","Cold","N",41.36653,-106.2399
"US-GLE","ENF",7,12.8248571428571,8.36557142857143,1.86,163.4622886,-0.219338857142857,0.834293428571429,-0.104733,0.883832571428571,5.15092714285714,5.37411,5.17481428571429,5.17796857142857,4.94659571428571,5.64907285714286,4.97994571428571,5.42242428571429,7.14246771428571,121.142857142857,46.8571428571429,278.714285714286,0.164389117142857,0.42604675,-0.0350602307142857,287.668532857143,287.23148,0.00238483842857143,0.902082334285714,0.00760970028571429,0.159333502857143,0.0508928567142857,0.204817502857143,0.0278534558571429,0.0530147452857143,0.215258055714286,0.160593084285714,0.0900131305714286,0.295634205714286,2.9094527,0.603010388571429,0.122046912857143,0.123566592142857,0.349557877142857,0,0.507142857142857,1.4,294.231428571429,278.691428571429,389.110714285714,"FLUXNET","GRA","GRA","Dfc","Cold","N",41.36653,-106.2399
"US-GLE","ENF",8,11.3604444444444,7.26155555555556,1.93922222222222,130.556716833333,-0.922447666666667,0.853718555555556,-0.936943363333333,0.890681,5.41716555555556,5.43387888888889,5.44476333333333,5.42265111111111,4.50780555555556,4.69398111111111,4.54971555555556,4.45919444444444,6.56042685555556,105.666666666667,42.6666666666667,243,0.144007077777778,0.393900264444444,-0.0307979037777778,285.96117,285.604118888889,0.00210986155555556,0.7515239,0.006438526,0.153335994444444,0.0428261055555556,0.193698075555556,0.0230687701111111,0.0448983037777778,0.204686758888889,0.148014664444444,0.0800048073333333,0.295072325555556,3.32082465555556,0.637386235555556,0.134127597111111,0.12366113,0.385606196666667,0,0.515555555555556,1.4,292.311111111111,277.964444444444,386.757222222222,"FLUXNET","GRA","GRA","Dfc","Cold","N",41.36653,-106.2399
"US-GLE","ENF",9,7.273,5.86657142857143,2.29271428571429,99.93051537,-0.864659428571429,0.923908714285714,-0.868454571428571,0.908928714285714,3.37585428571429,3.30736571428571,3.34829857142857,3.29141,2.50833571428571,2.20076714285714,2.43525857142857,2.33349,4.64167375714286,93.7142857142857,31.1428571428571,218.857142857143,0.0800139802857143,0.236876938571429,-0.0271653795714286,281.36549,281.173848571429,0.00187948714285714,0.572748708571429,0.006400681,0.164428495714286,0.0450876178571429,0.166215947142857,0.0247452377142857,0.0427442857142857,0.178966892857143,0.132120468714286,0.0721397612857143,0.241886091428571,2.96680098571429,0.575726462857143,0.114907444714286,0.0956032421428571,0.321465394285714,2.695238,0.448571428571429,1,289.254285714286,274.682857142857,385.221428571429,"FLUXNET","GRA","GRA","Dfc","Cold","N",41.36653,-106.2399
"US-GLE","ENF",10,0.19025,2.948625,4.478125,51.3227919175,0.43071275,0.963037625,0.44097645,0.9638775,1.09856,1.00755075,1.00922175,1.0160725,1.503620625,1.194514875,1.42371125,1.1988415,3.124508,58.25,24.625,134.375,0.058917023625,0.1908800025,-0.01507136575,273.58868625,273.74589375,0.002309387625,0.249207245,0.006575992625,0.2157652025,0.06427198075,0.168772135,0.042889954125,0.059762217625,0.1563296225,0.106962588,0.057962363625,0.21160946,2.26916785,0.47950961875,0.215467547,0.077363395,0.2344075425,31.608871375,0.37125,0.65,278.0975,268.4625,386.6475,"FLUXNET","GRA","GRA","Dfc","Cold","N",41.36653,-106.2399
"US-GLE","ENF",11,-4.68244444444444,2.17944444444444,3.504,15.4210916022222,0.926330111111111,0.980710111111111,0.899571222222222,0.98125,-0.0388723877777778,0.182912677777778,-0.0535843111111111,0.170796555555556,0.885304777777778,1.28334277777778,0.823778644444444,1.21650377777778,2.08209327777778,38.1111111111111,16.6666666666667,88.1111111111111,0.0558624177777778,0.198514453333333,-0.0112897708888889,268.005042222222,268.228205555556,0.00132969577777778,0.162006135555556,0.00577016388888889,0.212599538888889,0.100782226,0.200690798888889,0.0807607535555556,0.0966970794444444,0.143395368888889,0.08068306,0.042501195,0.208720926666667,1.5754999,0.374423174444444,0.404901566666667,0.0688529665555556,0.153824416222222,58.674269,0.337777777777778,0.522222222222222,270.215555555556,262.971111111111,386.996666666667,"FLUXNET","GRA","GRA","Dfc","Cold","N",41.36653,-106.2399
"US-Goo","GRA",1,6.2105,2.52375,2.558,19.5312499975,-0.14515275,0.9292675,-0.14750275,0.9290995,0.516130775,0.339498525,0.52011545,0.360008,0.371873894,0.563132325,0.3717246495,0.6085795,1.868230825,44,17.5,96,0.0484521555,0.172037235,-0.01084370725,279.8520125,279.9617675,0.00379626425,0.3014847025,0.011902114,0.356960885,0.08558871,0.2048991875,0.04068306675,0.0667625025,0.2860294175,0.2561475675,0.1477225725,0.21105841,2.07038305,0.4108523325,-0.11094402375,0.08417631025,0.16734246,0,0.37,0.575,284.315,274.57,376.595,"FLUXNET","WSA","SA","Cfa","Temperate","N",34.2547,-89.8735
"US-Goo","GRA",2,6.625,2.347,4.55833333333333,37.22792659,-0.916703333333333,0.944940333333333,-0.9178642,0.944940333333333,1.42699766666667,0.902179333333333,1.41685066666667,0.869159666666667,0.47281,1.07138666666667,0.474011333333333,1.02861433333333,2.4898435,50.6666666666667,25,108,0.0543870503333333,0.18235305,-0.0101113343333333,280.033366666667,280.216686666667,0.00542359833333333,0.268137433333333,0.0135617626666667,0.363962426666667,0.0877910666666667,0.20823094,0.0417089273333333,0.069183332,0.28941785,0.26061011,0.149416656666667,0.211685703333333,2.01056333333333,0.406871086666667,-0.111087548333333,0.0847279806666667,0.1640984,0,0.316666666666667,0.633333333333333,286.513333333333,274.593333333333,377.251666666667,"FLUXNET","WSA","SA","Cfa","Temperate","N",34.2547,-89.8735
"US-Goo","GRA",3,11.758,5.185,1.879,72.97837831,0.1879855,0.8998655,0.181476,0.8998655,1.428265,1.382535,1.430345,1.382395,1.615505,1.50778,1.62935,1.51279,4.416603,86.5,31.5,189,0.09701878,0.298103675,-0.017615527,284.88704,285.008025,0.0032901815,0.46821248,0.0125998345,0.33123765,0.09027741,0.23349354,0.043446772,0.07438226,0.31887418,0.28640324,0.16565483,0.247005665,2.13864145,0.44191259,-0.1019295925,0.103365215,0.19325765,0,0.4,0.95,294.67,279.21,379.38,"FLUXNET","WSA","SA","Cfa","Temperate","N",34.2547,-89.8735
"US-Goo","GRA",4,17.3515,6.1885,2.8785,111.0860742,-1.050601,0.8899305,-1.0513095,0.888889,4.85663,4.45667,4.836805,5.14646,3.806995,3.276035,3.798785,3.964515,7.1460135,104.5,39,228,0.2790609,0.786424875,-0.0188747065,290.815525,291.044215,0.0039043955,0.645444065,0.0121506355,0.299504915,0.07352166,0.30389501,0.03619333,0.078201662,0.34822835,0.264468325,0.138674985,0.39042075,2.8929305,0.606279495,0.066815395,0.186374275,0.35384453,0,0.58,1.95,301.17,283,379.4775,"FLUXNET","WSA","SA","Cfa","Temperate","N",34.2547,-89.8735
"US-Goo","GRA",5,20.4383333333333,6.40533333333333,4.43866666666667,137.3774244,-1.43084333333333,0.954076666666667,-1.4229,0.954525,6.43163,6.01286,6.40414333333333,6.02041666666667,4.97099666666667,4.09848333333333,4.95533666666667,4.08460333333333,8.53693543333333,119,50.3333333333333,259,0.445976723333333,1.19290873333333,-0.020443303,294.59922,294.694,0.00467627266666667,0.8255696,0.0116086886666667,0.267136046666667,0.0611806426666667,0.382696776666667,0.030351612,0.07614731,0.38694192,0.25189678,0.116839783333333,0.528150466666667,4.03955253333333,0.724777366666667,0.206770543333333,0.27733642,0.48178498,0,0.68,3,300.3,287.6,378.99,"FLUXNET","WSA","SA","Cfa","Temperate","N",34.2547,-89.8735
"US-Goo","GRA",6,24.1743333333333,6.65866666666667,3.26266666666667,166.229201833333,-1.79912,0.923842666666667,-1.79718666666667,0.920602,9.24231666666667,8.79618,9.29505,8.79814666666667,7.13844333333333,6.59294666666667,7.37008333333333,6.55517333333333,10.326709,128.333333333333,55,276,0.498291963333333,1.30358713333333,-0.0212522446666667,298.731783333333,298.719143333333,0.00355756166666667,1.04135177666667,0.011999587,0.253781806666667,0.0563993773333333,0.394157383333333,0.0279633643333333,0.07356798,0.400514096666667,0.259519706666667,0.115741334666667,0.554741346666667,4.36616466666667,0.74966358,0.206244126666667,0.295681033333333,0.509415376666667,0,0.68,3.1,303.673333333333,291.26,377.346666666667,"FLUXNET","WSA","SA","Cfa","Temperate","N",34.2547,-89.8735
"US-Goo","GRA",7,25.86375,6.94475,3.904,156.51839705,-0.9536345,0.9717745,-0.9116335,0.967574,7.25627,6.98523,7.2288175,7.1683625,6.3547075,5.6446225,6.373365,5.8128025,10.9021225,118,55.25,251.75,0.475791095,1.2676571,-0.02036329175,300.4868125,300.4166225,0.0029993985,1.061650285,0.01177714175,0.25371651,0.05086696775,0.385026835,0.02519638125,0.067798544,0.394464745,0.248093095,0.106652155,0.55629727,4.6978024,0.766218595,0.2164440325,0.2953932225,0.5276296225,0,0.685,3.3,303.89,293.42,376.26375,"FLUXNET","WSA","SA","Cfa","Temperate","N",34.2547,-89.8735
"US-Goo","GRA",8,25.415,7.84766666666667,2.998,146.190864966667,-0.598713333333333,0.973790333333333,-0.590236666666667,0.964829666666667,7.23318333333333,6.44815333333333,7.29824666666667,6.48937,6.66318,4.47891666666667,6.76111666666667,4.40935333333333,9.47614656666667,114.333333333333,50.6666666666667,245.333333333333,0.3713142,1.03386184666667,-0.0230834556666667,300.44323,300.262043333333,0.002151807,1.22647001333333,0.008440477,0.246526566666667,0.0500768833333333,0.339638663333333,0.024743011,0.0612107423333333,0.364997846666667,0.23791074,0.103401066666667,0.497693,4.58473253333333,0.74177337,0.175869653333333,0.253010516666667,0.50061403,0,0.68,2.8,304.28,292.713333333333,375.975,"FLUXNET","WSA","SA","Cfa","Temperate","N",34.2547,-89.8735
"US-Goo","GRA",9,22.1413333333333,6.38,4.28633333333333,115.637319966667,-0.834204,0.910648333333333,-0.886744666666667,0.904166666666667,5.80756,5.21234,5.77966333333333,5.26711666666667,4.92673,3.57522666666667,4.95583333333333,3.59046666666667,7.26788033333333,98.6666666666667,40,212.333333333333,0.277152946666667,0.817654346666667,-0.0231386016666667,297.17673,297.055803333333,0.00338806966666667,1.0811399,0.00827098433333333,0.244997623333333,0.0463472213333333,0.293082226666667,0.0229316663333333,0.054837776,0.332275533333333,0.223119433333333,0.0967505533333333,0.44054488,4.34990436666667,0.72566282,0.134826105333333,0.213181846666667,0.482737846666667,0,0.676666666666667,2.3,301.9,289.44,375.343333333333,"FLUXNET","WSA","SA","Cfa","Temperate","N",34.2547,-89.8735
"US-Goo","GRA",10,16.74775,4.06175,3.78375,67.5067626125,0.16415425,0.949597,0.1553895,0.947917,3.028155,2.519205,3.0019325,2.534545,3.1814075,1.94646,3.1941775,2.0051725,4.497588225,72.25,29.5,154,0.1953528075,0.61152921,-0.0162673535,291.5745125,291.6013725,0.003434958,0.665628385,0.00894248525,0.2798067,0.05210245725,0.2599532925,0.02545051,0.054174318,0.3136123275,0.2191235675,0.101005259,0.3758199875,3.794344025,0.66498627,0.084016271,0.17327354,0.41565075,0,0.6125,1.675,297.505,284.29,375.97625,"FLUXNET","WSA","SA","Cfa","Temperate","N",34.2547,-89.8735
"US-Goo","GRA",11,12.5595,3.778,1.707,30.393055555,0.484024,0.931944,0.5133775,0.930903,1.0394305,1.201565,1.05843,1.205455,1.536035,1.468145,1.54394,1.480415,2.50167005,51,20,110,0.106014148,0.35477029,-0.014354255,286.722425,286.868105,0.005074622,0.50376215,0.0085784945,0.30958335,0.0635533315,0.22204666,0.0301500015,0.0552866625,0.29673,0.231416665,0.118075015,0.288081585,3.0383546,0.55723783,-0.019048595,0.123690185,0.30277279,0,0.5,0.9,291.77,278,377.2225,"FLUXNET","WSA","SA","Cfa","Temperate","N",34.2547,-89.8735
"US-Goo","GRA",12,5.46233333333333,2.35433333333333,10.3153333333333,17.15165771,0.170313,0.933915666666667,0.1887217,0.931003666666667,0.534012666666667,0.616852666666667,0.564931666666667,0.622653666666667,0.727041333333333,0.541488333333333,0.740841333333333,0.628717666666667,1.98793306666667,43,16.6666666666667,93,0.0610973713333333,0.21639134,-0.00944353666666667,279.1292,279.46994,0.00427668133333333,0.261271193333333,0.0114820193333333,0.35412155,0.0785247233333333,0.21213764,0.037077417,0.0618989206666667,0.289981723333333,0.243119353333333,0.133417201666667,0.237931206666667,2.43774723333333,0.460754073333333,-0.0672520763333333,0.097692885,0.210110076666667,0,0.423333333333333,0.733333333333333,285.12,273.54,376.326666666667,"FLUXNET","WSA","SA","Cfa","Temperate","N",34.2547,-89.8735
"US-Ha1","DBF",1,-4.1698,1.226,2.0576,32.1768489946,1.65625,0.9349462,1.62371,0.9346774,-0.03363418,0.063448752,-0.0018858,0.0625946572,1.55945,1.2054566,1.579092,1.354812,0.98164602,26.6,14.2,59.4,0.061252102,0.234669752,-0.0060204088,267.766288,268.300408,0.0023577404,0.1324202062,0.0087744786,0.297513888,0.0468194516,0.140152008,0.0220494826,0.0406776796,0.200023942,0.138135144,0.074621253,0.249331884,3.38096266,0.581321016,0.119817963,0.101813046,0.326175644,31.5161277,0.386,0.6,269.692,263.6,380.558,"FLUXNET","DBF","DBF","Dfb","Cold","N",42.5378,-72.1715
"US-Ha1","DBF",2,-3.681125,1.76775,2.030125,42.55698504,1.45847575,0.939584625,1.472811375,0.93300375,0.030367975,0.0752296995,0.03851425625,0.07779288875,1.445068375,1.444198375,1.47777,1.57915625,2.1909786625,42.75,22,95.875,0.068628166875,0.2411787625,-0.00934376875,268.59126,269.124945,0.00230163675,0.16710202875,0.00827246875,0.2891109275,0.0524739155,0.1625931425,0.02587642425,0.0434744495,0.220976935,0.1635094725,0.09045933625,0.2553247675,3.5593856,0.562359065,0.06331541425,0.10416988175,0.3070840775,35.380696,0.3725,0.5625,271.6325,263.155,379.81375,"FLUXNET","DBF","DBF","Dfb","Cold","N",42.5378,-72.1715
"US-Ha1","DBF",3,0.89275,2.42975,4.85325,57.021135038,1.164762,0.936828,1.2048195,0.938172,0.266461025,0.3743631,0.2770201,0.3992533,1.412815,1.5546675,1.477635,1.686945,3.476973775,62,33,136.75,0.07418806,0.23126154,-0.01115281725,272.88635,273.2338475,0.0047764645,0.1842638825,0.01038555225,0.28019832,0.0625397275,0.1524827175,0.0293478545,0.05241131425,0.2375630675,0.180734565,0.1037177515,0.2579328425,2.9203231,0.529661725,0.05890472875,0.1072281425,0.2740193125,48.716894,0.3325,0.65,276.895,269.015,377.77,"FLUXNET","DBF","DBF","Dfb","Cold","N",42.5378,-72.1715
"US-Ha1","DBF",4,7.234,5.1862,2.516,120.216546666,1.181591,0.9155558,1.1662492,0.925,1.7314748,1.8200062,1.7579602,1.919084,2.792428,2.724062,2.85366,2.835128,5.0269422,88.8,38.2,195,0.131545846,0.367991148,-0.0188774014,279.4628,279.927078,0.0027323584,0.365566044,0.0094749508,0.290947416,0.063611647,0.17423133,0.0296268164,0.05511847,0.264071288,0.207011718,0.1162078168,0.28003004,2.98570776,0.548067992,0.0259792808,0.1197218972,0.29257794,6.44,0.482,1.2,288.028,274.188,379.933,"FLUXNET","DBF","DBF","Dfb","Cold","N",42.5378,-72.1715
"US-Ha1","DBF",5,13.8796,6.4918,2.78,143.06509694,-0.6050879,0.8935484,-0.68635598,0.9099462,6.866834,6.734786,6.777658,6.80929,6.164768,5.465924,6.103694,5.962154,7.85479086,104.8,45.6,227.6,0.38887175,1.00673925,-0.0214677034,287.067086,287.516938,0.0028422628,0.586893984,0.009184786,0.272338348,0.0433769126,0.252145154,0.0219144342,0.0609183774,0.31318707,0.19147086,0.0828119078,0.477671234,4.1420013,0.747173972,0.233546564,0.238474042,0.506436688,0,0.742,3.48,293.788,280.652,383.805,"FLUXNET","DBF","DBF","Dfb","Cold","N",42.5378,-72.1715
"US-Ha1","DBF",6,18.2023333333333,5.899,3.869,142.965257566667,-4.575444,0.924074,-5.47001666666667,0.942129666666667,13.5107,13.3275333333333,13.4552333333333,13.3496333333333,8.30949666666667,7.58013333333333,7.91096666666667,7.80938666666667,9.79791633333333,109,52.3333333333333,234.666666666667,0.602185783333333,1.51877923333333,-0.021204191,291.959543333333,292.24608,0.00336277266666667,0.701070373333333,0.00707895166666667,0.250997476666667,0.0268624203333333,0.35935011,0.0149904746666667,0.0524223346666667,0.364669936666667,0.18397262,0.0625480613333333,0.659034976666667,6.9254838,0.8774315,0.382646273333333,0.361588856666667,0.646772243333333,0,0.856666666666667,5.1,294.54,285.386666666667,384.32,"FLUXNET","DBF","DBF","Dfb","Cold","N",42.5378,-72.1715
"US-Ha1","DBF",7,20.5663333333333,6.693,3.27833333333333,159.6946044,-7.00906333333333,0.935483666666667,-7.07388666666667,0.897401666666667,13.0059333333333,12.6396,13.0001,12.6248333333333,6.17194666666667,5.34081,5.94108,5.95147666666667,10.3748316666667,113.666666666667,52.3333333333333,246,0.561852766666667,1.44732813333333,-0.02285743,295.103013333333,295.371183333333,0.00261229966666667,0.91817595,0.010338797,0.249678966666667,0.023475269,0.400703746666667,0.013244086,0.0452827946666667,0.361093,0.183958593333333,0.0601440853333333,0.65371552,7.85903443333333,0.8893817,0.370434116666667,0.356357616666667,0.658955083333333,0,0.846666666666667,4.93333333333333,297.386666666667,288.313333333333,385.425,"FLUXNET","DBF","DBF","Dfb","Cold","N",42.5378,-72.1715
"US-Ha1","DBF",8,18.46225,5.867,3.16275,149.49690253,-4.3850325,0.77419375,-4.8077725,0.858535,9.904275,10.5789975,10.056795,10.5845125,5.265915,5.4865775,5.1842625,6.2506725,8.92960075,102.25,44.25,220.25,0.4703380875,1.284651525,-0.0190690085,293.6625425,293.8825525,0.00319525225,0.72264787,0.01100617625,0.2580287775,0.022287096,0.3654637075,0.01232016125,0.0410008045,0.338571755,0.17078065,0.05581128875,0.60965335,7.9168616,0.88494545,0.36276329,0.32346201,0.6544803225,0,0.865,4.95,296.015,287.21,382.4025,"FLUXNET","DBF","DBF","Dfb","Cold","N",42.5378,-72.1715
"US-Ha1","DBF",9,15.2697142857143,3.93985714285714,3.811,99.1122603271428,-3.16296,0.881349142857143,-3.25315857142857,0.918055571428571,7.48045,7.97248142857143,7.51563857142857,7.91099,4.30004571428571,4.81704285714286,4.27558714285714,5.07434,6.64240598571429,84.2857142857143,33.4285714285714,182.428571428571,0.348819785714286,1.03539987142857,-0.0158264271428571,289.42562,289.624552857143,0.00302926485714286,0.504226805714286,0.00927522771428571,0.2520773,0.0247395214285714,0.32006381,0.0132804754285714,0.0397723814285714,0.308381871428571,0.157462858571429,0.0522457122857143,0.539097857142857,7.059972,0.855905651428571,0.340199272857143,0.27419635,0.624466187142857,0,0.871428571428571,4.57142857142857,292.24,283.645714285714,380.181428571429,"FLUXNET","DBF","DBF","Dfb","Cold","N",42.5378,-72.1715
"US-Ha1","DBF",10,9.5696,3.1128,3.4588,43.2489180734,0.80927466,0.9642472,0.7391096,0.9685484,2.638294,2.649006,2.626126,2.65483,3.313408,3.02586,3.289022,3.462452,3.21986694,52.4,22.8,113.2,0.168541328,0.545849432,-0.0130869882,283.260742,283.432652,0.0032151784,0.333329232,0.009249285,0.265705712,0.0412147088,0.242839468,0.0191717192,0.042205957,0.26384714,0.153590532,0.0627878054,0.372845782,4.73744548,0.704343488,0.218712232,0.172677424,0.459179884,0,0.658,1.7,287.092,277.82,380.637,"FLUXNET","DBF","DBF","Dfb","Cold","N",42.5378,-72.1715
"US-Ha1","DBF",11,4.5148,2.3428,2.1306,20.680958342,1.9684,0.9536112,2.091498,0.9630558,0.6425028,0.7092274,0.717069,0.7033682,2.568734,2.38012,2.743904,2.428538,1.62383816,35.4,14.8,77.6,0.076255386,0.273765356,-0.0090809734,278.129128,278.441216,0.0023090078,0.220428262,0.0081528686,0.278619024,0.0387009974,0.177895668,0.0181233334,0.035065998,0.218691994,0.15193433,0.0765949992,0.272895556,4.07843008,0.642908734,0.0784196854,0.1143094228,0.39132481,0,0.514,0.88,281.732,272.632,380.888,"FLUXNET","DBF","DBF","Dfb","Cold","N",42.5378,-72.1715
"US-Ha1","DBF",12,-1.8315,1.4385,2.88875,33.54170136775,2.51381725,0.93918,2.3065425,0.94086,0.3128695,0.070134675,0.3731227,0.0737484,2.5998125,1.85412325,2.608165,1.9514515,0.861237905,23,11.75,50.75,0.060308583,0.2335672475,-0.006538039,270.39523,270.8977875,0.00362020775,0.14434482,0.012095483,0.291471865,0.038717943,0.1674661625,0.01817219575,0.034176111,0.2027781125,0.1411083225,0.0758676065,0.25485039,3.951207875,0.6256269875,0.08511351875,0.104656905,0.3727927525,3.5653647575,0.4125,0.625,271.685,265.54,386.89375,"FLUXNET","DBF","DBF","Dfb","Cold","N",42.5378,-72.1715
"US-Ho1","ENF",1,-6.17233333333333,0.957333333333333,2.44166666666667,15.2327131886667,0.482932333333333,0.993951666666667,0.489649666666667,0.994175666666667,0.882938666666667,0.0572257333333333,0.882801666666667,0.0583089,1.342989,0.456055,1.387358,0.472829333333333,0.35157642,22,11.6666666666667,48.6666666666667,0.08597745,0.339821713333333,-0.00529948866666667,266.122536666667,266.432413333333,0.00341304333333333,0.108416663666667,0.00915521466666667,0.335074923333333,0.095508716,0.237276,0.09005564,0.100068305333333,0.167733063333333,0.0702381376666667,0.033493147,0.310650636666667,2.08261716666667,0.478426346666667,0.531233736666667,0.106315851333333,0.244647296666667,25.193548,0.55,1.1,267.3,260.02,400.411666666667,"AmeriFlux","MF","MF","Dfb","Cold","N",45.2041,-68.7402
"US-Ho1","ENF",2,-4.08,1.367,1.35733333333333,35.4621520966667,0.441698,0.999504,0.439164666666667,0.999504,0.866531433333333,0.0901831333333333,0.871519066666667,0.1016498,1.29335233333333,0.537959,1.33606266666667,0.548197666666667,1.6938792,34.6666666666667,19.6666666666667,76.6666666666667,0.10383277,0.37108005,-0.00723516466666667,268.14385,268.40976,0.002771565,0.118441925,0.009585986,0.332309696666667,0.0833787633333333,0.240256453333333,0.0689544433333333,0.086495805,0.177007616666667,0.0796566733333333,0.0377038206666667,0.320861993333333,2.10271473333333,0.50479861,0.497086786666667,0.11825949,0.256427903333333,25.1584566666667,0.57,1.06666666666667,271.126666666667,262.006666666667,400.551666666667,"AmeriFlux","MF","MF","Dfb","Cold","N",45.2041,-68.7402
"US-Ho1","ENF",3,-0.603666666666667,2.19133333333333,1.14133333333333,74.0919409,0.257094666666667,0.975582333333333,0.253899,0.975582333333333,1.6666257,0.4145556,1.66748633333333,0.410066733333333,1.905428,0.451384,1.95693066666667,0.459434333333333,3.83572416666667,58.3333333333333,30.6666666666667,127.333333333333,0.126337156666667,0.396767433333333,-0.012738556,271.99224,271.97941,0.00261865733333333,0.192466493333333,0.00880326566666667,0.325559296666667,0.0770415183333333,0.238462346666667,0.0571993146666667,0.079838708,0.19116557,0.10020864,0.047832345,0.317417343333333,2.48970956666667,0.542051153333333,0.400807556666667,0.12472806,0.294650716666667,18.8488966666667,0.533333333333333,1.2,277.2,265.486666666667,400.998333333333,"AmeriFlux","MF","MF","Dfb","Cold","N",45.2041,-68.7402
"US-Ho1","ENF",4,5.541,3.08866666666667,3.31466666666667,110.254897033333,-1.61567633333333,0.997916666666667,-1.62171066666667,0.997916666666667,4.20503333333333,2.71404,4.21683333333333,2.69527,2.58794333333333,1.011844,2.64224,1.04518966666667,5.0811748,81.6666666666667,41.3333333333333,176.666666666667,0.179071556666667,0.498410996666667,-0.0175893953333333,278.61074,278.684753333333,0.00400362066666667,0.302800866666667,0.00939384233333333,0.32460351,0.0490562356666667,0.226580426666667,0.028784454,0.052358774,0.221518213333333,0.131005308666667,0.0636159006666667,0.340127363333333,3.4219779,0.646349476666667,0.268463576666667,0.146175876666667,0.3955846,2.27777776666667,0.583333333333333,1.7,284.04,272.113333333333,401.83,"AmeriFlux","MF","MF","Dfb","Cold","N",45.2041,-68.7402
"US-Ho1","ENF",5,12.331,5.448,3.08166666666667,139.313531166667,-2.69637333333333,0.999552,-2.72283333333333,0.999552,7.08681333333333,5.6904,7.09920666666667,5.67798333333333,4.38198666666667,2.93434333333333,4.42378,2.96302,5.99968866666667,99.6666666666667,44,215,0.303457053333333,0.77732188,-0.021112149,285.785473333333,285.728716666667,0.00347563066666667,0.459054013333333,0.0100979083333333,0.314135243333333,0.0389473116666667,0.26380913,0.0212053763333333,0.0511209626666667,0.266353786666667,0.153858593333333,0.069028492,0.41925598,4.153321,0.739282806666667,0.25998405,0.196188663333333,0.497790256666667,0,0.7,2.73333333333333,292.853333333333,277.08,402.368333333333,"AmeriFlux","MF","MF","Dfb","Cold","N",45.2041,-68.7402
"US-Ho1","ENF",6,16.456,7.756,2.691,161.58416785,-2.586255,0.99375,-2.60678,0.99375,7.76027,7.672065,7.80093,7.62036,5.085405,5.256185,5.26987,5.230635,6.9034975,112.5,48,241,0.483288245,1.2016862,-0.024560001,290.35524,290.34059,0.0034413905,0.6570656,0.0113223635,0.297705115,0.031669999,0.34342167,0.018889167,0.0573233335,0.31066085,0.156633305,0.056437509,0.55983358,5.01364425,0.83087765,0.37307559,0.28550054,0.598050125,0,0.815,4.25,295.96,281.53,406.8175,"AmeriFlux","MF","MF","Dfb","Cold","N",45.2041,-68.7402
"US-Ho1","ENF",7,19.361,8.273,1.077,165.8853649,-2.46923,1,-2.44834,1,9.71488,9.14177,9.5996,9.18291,7.0131,6.41308,7.22993,6.411,8.607849,117,50,252,0.48452738,1.2306175,-0.025877796,293.6444,293.6466,0.00114195,0.83743644,0.009468216,0.28900006,0.024574192,0.35038388,0.015119354,0.048303224,0.31311613,0.15352258,0.050019357,0.5882759,6.255174,0.8688517,0.39065915,0.3044637,0.6380442,0,0.86,4.8,298.04,285.68,405.065,"AmeriFlux","MF","MF","Dfb","Cold","N",45.2041,-68.7402
