"SITE_ID","SITE_IGBP","month","TA_F_avg","VPD_F_avg","P_F_avg","NETRAD_avg","NEE_VUT_REF_avg","NEE_VUT_REF_QC_avg","NEE_CUT_REF_avg","NEE_CUT_REF_QC_avg","GPP_NT_VUT_REF_avg","GPP_DT_VUT_REF_avg","GPP_NT_CUT_REF_avg","GPP_DT_CUT_REF_avg","RECO_NT_VUT_REF_avg","RECO_DT_VUT_REF_avg","RECO_NT_CUT_REF_avg","RECO_DT_CUT_REF_avg","ET_avg","BESS-PAR_avg","BESS-PARdiff_avg","BESS-RSDN_avg","CSIF-SIFdaily_avg","CSIF-SIFinst_avg","PET_avg","Ts_avg","Tmean_avg","prcp_avg","vpd_avg","prcp-lag3_avg","ESACCI-sm_avg","b1_avg","b2_avg","b3_avg","b4_avg","b5_avg","b6_avg","b7_avg","EVI_avg","GCI_avg","NDVI_avg","NDWI_avg","NIRv_avg","kNDVI_avg","Percent_Snow_avg","Fpar_avg","Lai_avg","LST_Day_avg","LST_Night_avg","CO2_concentration_avg","dataset","MODIS_IGBP","MODIS_PFT","koppen_sub","koppen","hemisphere","LOCATION_LAT","LOCATION_LONG"
"ES-LM2","WSA",10,17.4501428571429,7.93957142857143,2.98114285714286,69.8778306114286,1.423366,0.956509285714286,1.42912985714286,0.953821,2.15088285714286,2.00526428571429,2.15792,2.04047142857143,3.56929857142857,3.26682857142857,3.55797428571429,3.27941571428571,3.307578,100.142857142857,34.4285714285714,149.142857142857,0.0744804091428571,0.240355904285714,-0.00451091771428571,289.61562,290.848401428571,0.00393777657142857,0.791155334285714,0.00571939528571429,0.211759912857143,0.0872788014285714,0.220942844285714,0.0423946997142857,0.0725893998571429,0.290411962857143,0.27337741,0.165195387142857,0.234958055714286,2.07634511428571,0.44065006,-0.102426355428571,0.0965537101428571,0.195557882857143,0,0.398571428571429,0.785714285714286,300.22,283.428571428571,403.851428571429,"ICOS2020","SAV","SA","BSk","Arid","N",39.934592,-5.775881
"ES-LM2","WSA",11,11.4443333333333,2.4495,3.609,34.59682354,0.272701733333333,0.964467666666667,0.260078326666667,0.9645835,2.64870833333333,2.30549166666667,2.629595,2.259035,2.91879833333333,2.45236666666667,2.91516333333333,2.52142833333333,2.10090481666667,56.5,26,83.5,0.106625577166667,0.374895431666667,-0.00231081516666667,283.45391,284.795965,0.00483683166666667,0.312176075,0.00991273933333333,0.255335325,0.057050564,0.211398015,0.0283516245,0.0572143918333333,0.25463986,0.211964671666667,0.112145130166667,0.288037288333333,2.71437355,0.57532458,0.0018812245,0.122264796,0.322122716666667,0,0.483333333333333,0.9,289.65,279.233333333333,405.573333333333,"ICOS2020","SAV","SA","BSk","Arid","N",39.934592,-5.775881
"ES-LM2","WSA",12,8.051,1.49714285714286,1.62785714285714,21.9349642857143,-0.233139371428571,0.914938571428571,-0.235855864285714,0.914266571428571,2.5893,2.51023857142857,2.60338714285714,2.54678,2.36748714285714,2.08971,2.35720285714286,1.97013142857143,1.7898217,44.8571428571429,18.8571428571429,68.5714285714286,0.109479869142857,0.41120106,-0.001590484,280.004367142857,281.94335,0.00249751285714286,0.24749641,0.0108430378571429,0.268609525714286,0.0461990284285714,0.210337574285714,0.0233396572857143,0.0510114162857143,0.239025744285714,0.172199302857143,0.082809549,0.312439118571429,3.12557165714286,0.63911952,0.100242263571429,0.134936928571429,0.388138912857143,0,0.517142857142857,0.985714285714286,285.571428571429,276.522857142857,405.391428571429,"ICOS2020","SAV","SA","BSk","Arid","N",39.934592,-5.775881
"FI-Hyy","ENF",2,-5.707,0.3942,0.8221,1.6413791216,0.4163867,0.9768396,0.414313,0.9789229,0.0960618,0.13401802,0.09917793,0.13102061,0.5162207,0.4652092,0.5114014,0.4609026,0.24753609,10.5,6.6,23.2,0.026641132,0.1119917766,-0.0021052197,267.274402,267.344051,0.0013346204,0.05029154,0.0048671888,0.254834984,0.232528529,0.326422936,0.253552975,0.250887404,0.188231958,0.0599637056,0.026227345,0.281873815,0.348311995,0.1790841606,0.687745935,0.0562665691,0.0376392902,88.1773406,0.188,0.27,263.446,258.732,383.813,"ICOS2020","ENF","ENF","Dfc","Cold","N",61.84741,24.29477
"FI-Hyy","ENF",3,-2.38884615384615,1.28684615384615,0.729846153846154,30.0408496546154,0.291202838461538,0.990177846153846,0.290120453846154,0.990384615384615,0.462430538461538,0.459642038461538,0.457382846153846,0.450718307692308,0.748889769230769,0.717562846153846,0.746622153846154,0.701876538461538,1.06247440769231,32.6923076923077,17.3846153846154,72.2307692307692,0.0507862723076923,0.165289826923077,-0.00538944638461538,270.132685384615,270.148583846154,0.00105218123076923,0.0897828057692308,0.00394694684615385,0.232025249230769,0.215766697692308,0.289456974615385,0.213094124615385,0.224819128461538,0.181961337692308,0.0684814556923077,0.0302009421538462,0.245878667692308,0.499881816153846,0.203485418461538,0.633069449230769,0.0598459385384615,0.0489665152307692,83.8291756153846,0.251538461538462,0.346153846153846,269.973846153846,261.863076923077,384.486538461538,"ICOS2020","ENF","ENF","Dfc","Cold","N",61.84741,24.29477
"FI-Hyy","ENF",4,3.58215384615385,2.99346153846154,1.06261538461538,75.6247720469231,-0.660607053846154,0.986752230769231,-0.663763546153846,0.990064153846154,2.03403384615385,1.95158307692308,2.02948,1.94168615384615,1.37218538461538,1.31181023076923,1.36039,1.27046938461538,2.62427450769231,59.5384615384615,30.2307692307692,131.538461538462,0.0755295136923077,0.199686139230769,-0.0131757530769231,276.179683846154,276.208341538462,0.00129739861538462,0.216351883076923,0.00365675753846154,0.258831958461538,0.102434585692308,0.19149743,0.084755741,0.103771126846154,0.16863045,0.101143215923077,0.0510733987692308,0.22257325,1.84256271,0.425238786923077,0.315347016153846,0.0767953086153846,0.206677329230769,27.1538462846154,0.425384615384615,0.823076923076923,278.092307692308,269.333846153846,385.32,"ICOS2020","ENF","ENF","Dfc","Cold","N",61.84741,24.29477
"FI-Hyy","ENF",5,9.67615384615385,5.27107692307692,1.57169230769231,119.095180803846,-2.22095846153846,0.979166692307692,-2.22041769230769,0.982371692307692,5.03744076923077,4.83885384615385,5.03181461538462,4.83653153846154,2.80057692307692,2.76806769230769,2.78907692307692,2.77986076923077,3.94188579230769,86.2307692307692,40.6923076923077,188.461538461538,0.134665239923077,0.309185682307692,-0.0213660457692308,282.810603846154,282.767953846154,0.00167737861538462,0.422507920769231,0.00402695853846154,0.280482645384615,0.0392764242307692,0.160318606153846,0.0203700986923077,0.0415622815384615,0.192771335384615,0.133002351538462,0.0679601745384615,0.264325546153846,3.14192718461538,0.626562404615385,0.126551975692308,0.108308714153846,0.374120733076923,0,0.58,1.5,287.732307692308,274.921538461538,385.755384615385,"ICOS2020","ENF","ENF","Dfc","Cold","N",61.84741,24.29477
"FI-Hyy","ENF",6,13.3680833333333,6.12766666666667,2.8465,129.219669941667,-3.06652166666667,0.972627333333333,-3.06127083333333,0.976041666666667,7.63522,7.59760333333333,7.649845,7.50648833333333,4.54802333333333,4.84186916666667,4.5659025,4.73025833333333,4.88199804166667,91.25,48.1666666666667,196.75,0.262697415,0.5702124275,-0.021867877,286.718428333333,286.704106666667,0.00283206283333333,0.511602245,0.00571937441666667,0.263675918333333,0.0318171990833333,0.204159354166667,0.0177628281666667,0.04261117925,0.213333763333333,0.1269368875,0.0569331806666667,0.36068763,4.07822663333333,0.7416171075,0.2584086675,0.160286408333333,0.500433668333333,0,0.674166666666667,2.3,290.03,279.208333333333,385.311666666667,"ICOS2020","ENF","ENF","Dfc","Cold","N",61.84741,24.29477
"FI-Hyy","ENF",7,16.7779230769231,6.27230769230769,2.88284615384615,126.207798336923,-2.64931,0.965002230769231,-2.65404846153846,0.965363923076923,8.36617076923077,8.16995307692308,8.37905769230769,8.13118230769231,5.71293769230769,5.99898846153846,5.71932,5.97806538461538,2.6408064,91.5384615384615,45.4615384615385,197.538461538462,0.282238126153846,0.633254552307692,-0.0197098930769231,290.275231538462,290.326941538462,0.00305030661538462,0.548170792307692,0.00750983823076923,0.263713511538462,0.0267354432307692,0.228747076153846,0.0155031412307692,0.0388061333076923,0.214676469230769,0.119136628230769,0.0480932696153846,0.396779125384615,4.91579108461538,0.7908091,0.315645074615385,0.18090567,0.554823557692308,0,0.739230769230769,2.87692307692308,292.733846153846,283.152307692308,384.954230769231,"ICOS2020","ENF","ENF","Dfc","Cold","N",61.84741,24.29477
"FI-Hyy","ENF",8,15.0377692307692,4.74615384615385,2.64861538461538,88.49558703,-1.59530815384615,0.961176615384615,-1.61279453846154,0.963813076923077,6.90761307692308,6.24792153846154,6.89818692307692,6.21821307692308,5.28625461538462,5.24741230769231,5.22428461538462,5.24560153846154,1.06672146538462,69.1538461538462,34.6923076923077,148.846153846154,0.212475967692308,0.532775776153846,-0.0156266259230769,288.650614615385,288.776340769231,0.00291475669230769,0.418414106153846,0.00871749230769231,0.259514352307692,0.0252921982307692,0.210075941538462,0.0145758917692308,0.0347618771538462,0.201054841538462,0.109670802384615,0.0441043287692308,0.368716017692308,5.05678166923077,0.784873905384615,0.314491860769231,0.16497173,0.548292378461538,0.133995038461538,0.714615384615385,2.53846153846154,290.589230769231,281.566153846154,386.105384615385,"ICOS2020","ENF","ENF","Dfc","Cold","N",61.84741,24.29477
"FI-Hyy","ENF",9,10.3171428571429,2.61078571428571,1.92121428571429,39.6981362678571,-0.238993392857143,0.970585428571429,-0.237388099857143,0.9745535,4.00561571428571,3.5862,3.99824714285714,3.53744428571429,3.76878285714286,3.62777785714286,3.75980571428571,3.64499571428571,0.500888139642857,43.3571428571429,22.0714285714286,93.4285714285714,0.121718695357143,0.364817515,-0.0104031184285714,283.95272,284.073294285714,0.00189777342857143,0.238310660714286,0.00772681242857143,0.266090302857143,0.0279640368571429,0.181455940714286,0.015067184,0.0339733390714286,0.183796297142857,0.102313847714286,0.0429946702857143,0.310271637142857,4.36081144285714,0.731516379285714,0.277995996428571,0.133151123928571,0.489263495714286,0.000877193,0.651428571428571,1.47857142857143,285.667142857143,277.222857142857,384.5125,"ICOS2020","ENF","ENF","Dfc","Cold","N",61.84741,24.29477
"FI-Hyy","ENF",10,3.81654545454545,1.11981818181818,2.00618181818182,8.05797711872727,0.620114636363636,0.992240909090909,0.619188818181818,0.992790818181818,1.42365,1.42606,1.43442090909091,1.42615181818182,2.02249272727273,1.88715454545455,2.03446727272727,1.87298363636364,0.0705885758181818,16.4545454545455,9.27272727272727,35.5454545454545,0.0556090673636364,0.212831344545455,-0.00504332918181818,277.235786363636,277.382137272727,0.00198895545454545,0.104693518727273,0.00646406490909091,0.285802843636364,0.0289753666363636,0.1513255,0.0168988662727273,0.0319555836363636,0.152918421818182,0.0837641371818182,0.0375727250909091,0.255090732727273,3.94357370909091,0.683618476363636,0.287973442727273,0.103064485363636,0.437070695454545,3.90909109090909,0.597272727272727,1.16363636363636,276.389090909091,270.205454545455,382.003636363636,"ICOS2020","ENF","ENF","Dfc","Cold","N",61.84741,24.29477
"FI-Jok","CRO",2,-6.07666666666667,0.441,1.247,-5.45075540133333,0.170403533333333,0.948164333333333,0.169689133333333,0.947668333333333,-0.0346527646666667,0.0167736366666667,-0.0305306426666667,0.00866016666666667,0.132515833333333,0.179369,0.139158633333333,0.176126233333333,0.516755023333333,14.6666666666667,8.33333333333333,31.6666666666667,0.00313559033333333,0.0137821836666667,-0.001089593,266.183013333333,267.188286666667,0.00131494866666667,0.0588732453333333,0.00388228866666667,0.31918096,0.360827376666667,0.284201766666667,0.353931736666667,0.36960555,0.232476776666667,0.0807561513333333,0.0374460296666667,0.135499563333333,0.153254985333333,0.076840064,0.65656288,0.027842735,0.00793804566666667,98.00752,0.133333333333333,0.166666666666667,263.126666666667,258.56,371.73,"FLUXNET","SAV","SA","Dfc","Cold","N",60.8986,23.51345
"FI-Jok","CRO",3,-2.39033333333333,1.142,0.864666666666667,13.709910015,0.193857,0.945116666666667,0.192558333333333,0.946684666666667,-0.0248480666666667,0.0107672266666667,-0.0226557,0.04744505,0.166471,0.185108,0.169903,0.264346,1.61865496666667,40.6666666666667,19.6666666666667,90.6666666666667,0.003194505,0.00859002333333333,-0.002924462,269.505176666667,270.49524,0.000899292,0.0986167533333333,0.003884214,0.273635566666667,0.381829293333333,0.28753515,0.362953476666667,0.38477671,0.219483286666667,0.081662368,0.0404509203333333,0.0790605336666667,0.35378377,0.0660747056666667,0.637042823333333,0.0183228853333333,0.0122076863333333,90.8709673333333,0.166666666666667,0.2,269.62,263.14,372.18,"FLUXNET","SAV","SA","Dfc","Cold","N",60.8986,23.51345
"FI-Jok","CRO",4,4.7405,2.7165,1.1365,73.66455146,0.4021335,0.9350695,0.3982505,0.9395835,0.1269584,0.2400855,0.1249961,0.2975235,0.52514,0.6576475,0.5232465,0.5924525,2.6314905,65,31,144.5,0.039927237,0.10628886,-0.0076263625,277.85559,278.03836,0.001291731,0.24996542,0.0042898995,0.339690685,0.11547154,0.08222416,0.07868368,0.104412665,0.19552771,0.15426091,0.096835545,0.150302315,1.2722597,0.30977855,0.089056607,0.0525816755,0.107048221,14.33333335,0.275,0.5,282.9,272.54,371.6725,"FLUXNET","SAV","SA","Dfc","Cold","N",60.8986,23.51345
"FI-Jok","CRO",5,9.36333333333333,4.352,1.66033333333333,107.589054096667,0.00812276666666668,0.915770666666667,0.00320833333333332,0.921595,1.6629014,1.72070166666667,1.664322,1.61422566666667,1.66294333333333,1.75255666666667,1.66753,1.62485,4.1986539,86,40.3333333333333,186.333333333333,0.127103183333333,0.293586266666667,-0.0125737886666667,283.341003333333,283.16173,0.002029085,0.44717213,0.004109229,0.33206793,0.0724580666666667,0.134261296666667,0.0381456973333333,0.0682989213333333,0.22465805,0.183223663333333,0.111094621666667,0.23869399,1.94988036666667,0.466098616666667,0.0438529756666667,0.0956819633333333,0.217626956666667,0,0.44,0.966666666666667,291.506666666667,277.093333333333,373.31,"FLUXNET","SAV","SA","Dfc","Cold","N",60.8986,23.51345
"FI-Jok","CRO",6,14.77,5.21,3.379,109.6818704,-0.202312,0.940972,-0.199549,0.947917,2.90638,3.19946,2.90638,3.14851,2.70683,2.8835,2.70683,2.8505,5.966267,86,50,184,0.39085793,0.8580096,-0.01413697,289.26434,288.99,0.004137044,0.6367482,0.005883558,0.30978808,0.050456785,0.28717503,0.028552886,0.061713878,0.26624346,0.17096446,0.0810851,0.43010268,3.7240148,0.69741553,0.25087246,0.20238988,0.45157048,0,0.69,2.1,294.26,283.72,373.165,"FLUXNET","SAV","SA","Dfc","Cold","N",60.8986,23.51345
"FI-Jok","CRO",7,17.834,5.165,2.7305,96.353824645,-0.834321,0.8528225,-0.8303775,0.8545025,6.488075,6.666865,6.435495,6.750515,5.653495,5.72488,5.605115,5.85514,4.0651188,92,44,202,0.442761285,1.0023412,-0.0122365205,291.69188,291.677575,0.003556492,0.58660652,0.0080170205,0.321595925,0.0392370925,0.319871785,0.023240323,0.056570965,0.272303215,0.15612097,0.064758865,0.5079235,4.661057,0.7809614,0.343669065,0.250031695,0.5439652,0,0.8,3.15,295.08,286.53,371.5125,"FLUXNET","SAV","SA","Dfc","Cold","N",60.8986,23.51345
"FI-Jok","CRO",8,14.817,4.149,2.218,81.73868179,1.3074,0.888441,1.30809,0.888441,2.43009,2.45732,2.4215,2.48717,3.73342,3.28533,3.72959,3.27801,3.480349,73,34,158,0.2871138,0.72012836,-0.010180064,288.4682,288.5376,0.002258597,0.4635712,0.007333516,0.316035,0.052756447,0.2773597,0.02903871,0.060941935,0.26110646,0.15928225,0.07045323,0.4081941,3.5736659,0.67893046,0.26952276,0.18936248,0.4313898,0,0.57,1.5,292.46,281.96,369.56,"FLUXNET","SAV","SA","Dfc","Cold","N",60.8986,23.51345
"FI-Jok","CRO",9,10.867,1.9,3.298,33.84116938,1.63808,0.994444,1.63935,0.994444,0.692463,0.757321,0.683809,0.755432,2.32696,2.34288,2.32315,2.34365,1.8016522,41,23,86,0.122354515,0.3702477,-0.004806124,283.99127,284.1698,0.003709785,0.20658651,0.009156033,0.33204165,0.058938958,0.23038791,0.031630415,0.062242918,0.2488823,0.1752477,0.08464709,0.31761354,2.699225,0.59118736,0.13265571,0.13660471,0.33612326,0,0.52,0.9,286.46,279,369.07,"FLUXNET","SAV","SA","Dfc","Cold","N",60.8986,23.51345
"FI-Jok","CRO",10,3.0395,0.9055,1.522,0.6952172155,1.0101225,0.906586,1.0055805,0.907594,0.282768,0.516558,0.288337,0.4833595,1.284025,1.3737,1.29392,1.29482,0.11971517,18,11,37,0.043393755,0.163504305,-0.0027169265,275.91317,276.339675,0.0014935625,0.11789453,0.0048879705,0.329358265,0.055271735,0.180721155,0.0285616665,0.052694302,0.198447735,0.13699775,0.071094495,0.240322975,2.4267397,0.531582235,0.14143274,0.096345245,0.276832395,12.060129695,0.3,0.4,276.13,270.08,370.4075,"FLUXNET","SAV","SA","Dfc","Cold","N",60.8986,23.51345
"FI-Let","ENF",2,-3.5066,0.297,1.058,-3.0664479308,0.5963492,0.9676622,0.578943,0.9660202,0.21488718,0.27278394,0.26408958,0.2944144,0.804222,0.7794662,0.8021052,0.7622622,0.1682080652,10.8,7,23,0.0261944422,0.1082518868,-0.0009668294,269.027602,269.48928,0.001589082,0.0461721248,0.0056196178,0.27208415,0.192604382,0.290943924,0.210767818,0.207754358,0.173211148,0.0584332674,0.0259266062,0.281470418,0.501282,0.219944008,0.660104238,0.0606763166,0.0561267416,92.7242702,0.376,0.54,265.4,261.228,396.808,"ICOS2020","ENF","ENF","Dfc","Cold","N",60.64183,23.95952
"FI-Let","ENF",3,-1.30914285714286,1.26357142857143,1.474,22.7590160228571,0.388588471428571,0.958813142857143,0.3548653,0.962749428571429,0.648787471428571,0.653718957142857,0.647664285714286,0.674884014285714,1.03831871428571,0.845683428571429,0.998784285714286,0.881729142857143,1.06835154285714,35,18,77.2857142857143,0.0589134181428571,0.192203314285714,-0.00329299071428571,270.54093,271.124114285714,0.00137730314285714,0.0950339378571429,0.00476233185714286,0.228977868571429,0.15363053,0.259701498571429,0.148430183285714,0.158527617142857,0.169434488571429,0.0724216212857143,0.031937991,0.250859582857143,1.03629846,0.307269751428571,0.53169783,0.0693854182857143,0.112992523285714,60.5840419714286,0.411428571428571,0.614285714285714,272.045714285714,264.388571428571,397.707142857143,"ICOS2020","ENF","ENF","Dfc","Cold","N",60.64183,23.95952
"FI-Let","ENF",4,3.587375,2.468375,1.119,68.29689238,-0.18555645,0.91145825,-0.1877064875,0.911198,1.91786125,1.7319065,1.865105,1.748975,1.720255625,1.31753725,1.687985,1.349403,3.249628225,60.375,30.25,132.375,0.07797923725,0.20766798625,-0.006741104375,275.73852625,276.19863,0.001641525875,0.183096035,0.004615681625,0.2910359825,0.076624358125,0.188793505,0.061910126625,0.07683086875,0.16969463,0.101721043125,0.050451159125,0.23730162625,2.3574945875,0.49671187375,0.27163176375,0.08439568325,0.2604735775,18.21666662125,0.49875,1.0125,278.965,268.67,400.389375,"ICOS2020","ENF","ENF","Dfc","Cold","N",60.64183,23.95952
"FI-Let","ENF",5,10.4534,4.5928,1.4546,106.26394028,-1.075029,0.9314516,-1.0374588,0.9422042,6.073068,5.45041,5.884386,5.398458,4.840756,4.56569,4.798302,4.488088,5.06885448,84.8,42.4,184,0.14962844,0.34714584,-0.0116930558,283.423488,283.63809,0.0021069384,0.386784148,0.0048147888,0.295131166,0.0378461296,0.177529028,0.0212293548,0.0413248376,0.18899548,0.124156444,0.0597045156,0.280012582,3.29198434,0.64540366,0.173680442,0.1153702236,0.39449818,0,0.602,1.62,288.284,276.076,395.487,"ICOS2020","ENF","ENF","Dfc","Cold","N",60.64183,23.95952
"FI-Let","ENF",6,13.6411666666667,4.97366666666667,2.25183333333333,125.416294316667,-2.19458783333333,0.978935333333333,-2.201965,0.982986166666667,9.53039833333333,8.54950833333333,9.20082833333333,8.36790666666667,7.311575,6.75650166666667,7.05853,6.53158,5.42404556666667,94.1666666666667,48.6666666666667,202.666666666667,0.279991736666667,0.616829121666667,-0.0129772535,287.197353333333,287.139713333333,0.00314023,0.46557668,0.00681374333333333,0.267592808333333,0.0301222216666667,0.226138328333333,0.0196647205,0.0413563878333333,0.212131373333333,0.119314724333333,0.0496858331666667,0.389019855,4.4995674,0.76442502,0.308850871666667,0.173061171666667,0.525718821666667,0,0.698333333333333,2.56666666666667,290.233333333333,280.026666666667,396.655,"ICOS2020","ENF","ENF","Dfc","Cold","N",60.64183,23.95952
"FI-Let","ENF",7,16.5212,5.2002,1.329,117.5259589,-1.34216478,0.9672042,-1.39575208,0.9669356,11.449244,9.862478,10.768892,9.90998,9.895664,8.556484,9.557972,8.745556,2.986472694,89.2,47.4,191,0.28430068,0.64618758,-0.0121036992,289.94084,290.006954,0.0029193834,0.494953484,0.0074489948,0.258952052,0.027345483,0.232187092,0.0195551604,0.0386570946,0.211996774,0.114892255,0.0442674196,0.40976775,5.03677456,0.789369434,0.337876806,0.183289782,0.553190702,0,0.728,2.86,292.884,282.76,399.937,"ICOS2020","ENF","ENF","Dfc","Cold","N",60.64183,23.95952
"FI-Let","ENF",8,15.5675,4.21833333333333,1.89,87.1256687783333,-0.2540183505,0.910506166666667,-0.304388666666667,0.912298166666667,8.13010833333333,7.53856333333333,8.14077166666667,7.34653333333333,7.78871,7.002095,7.93146333333333,7.28397833333333,1.08816982333333,75.1666666666667,35.8333333333333,161.666666666667,0.218485016666667,0.553566886666667,-0.0104808756666667,289.380461666667,289.373326666667,0.00232329333333333,0.433244535,0.00788641933333333,0.263842836666667,0.0266643883333333,0.213599393333333,0.0193015961666667,0.0359093441666667,0.199363435,0.104594638166667,0.0401763773333333,0.380124668333333,4.99135261666667,0.77799037,0.342994941666667,0.166233885,0.540704973333333,0,0.753333333333333,2.88333333333333,291.34,282.666666666667,396.946666666667,"ICOS2020","ENF","ENF","Dfc","Cold","N",60.64183,23.95952
"FI-Let","ENF",9,11.1344285714286,2.02542857142857,2.23557142857143,34.0016021914286,1.19608571428571,0.925595285714286,1.13296442857143,0.929266,4.74515142857143,4.40066142857143,4.50310857142857,4.39373285714286,5.85082,5.34909285714286,5.51588142857143,5.47389714285714,0.447663615714286,43.1428571428571,22.8571428571429,92.5714285714286,0.128687364285714,0.385259554285714,-0.005886147,284.727947142857,284.788035714286,0.00219677657142857,0.222566078571429,0.00740608614285714,0.280965905714286,0.0269520532857143,0.18490342,0.016489377,0.0327064324285714,0.180922064285714,0.0988664635714286,0.0382014247142857,0.32266911,4.6596131,0.744357014285714,0.302208817142857,0.137886061428571,0.503512918571429,0,0.671428571428571,1.7,286.248571428571,278.671428571429,396.329285714286,"ICOS2020","ENF","ENF","Dfc","Cold","N",60.64183,23.95952
"FI-Let","ENF",10,4.88742857142857,0.897285714285714,1.815,-1.27995855285714,1.74885,0.933563857142857,1.66375514285714,0.949308857142857,1.80258714285714,1.76804857142857,1.85355714285714,1.75759571428571,3.59238857142857,3.17737571428571,3.42911285714286,3.11225714285714,0.072268966,18.8571428571429,10.1428571428571,40.8571428571429,0.0621538922857143,0.23338878,-0.00285842057142857,278.04034,278.19049,0.00184882114285714,0.10301296,0.00680817257142857,0.303658314285714,0.0253775542857143,0.154334244285714,0.0143879108571429,0.0274932058571429,0.154527384285714,0.083899004,0.0344518251428571,0.268753844285714,4.64835891428571,0.71780275,0.296679918571429,0.11079237,0.474032558571429,0.110599071428571,0.578571428571429,1.11428571428571,277.608571428571,272.251428571429,396.850714285714,"ICOS2020","ENF","ENF","Dfc","Cold","N",60.64183,23.95952
"FI-Lom","WET",5,4.531,2.84,1.748,75.7792842033333,0.785069666666667,0.911738333333333,0.780976666666667,0.911290333333333,0.290645,0.268863666666667,0.299523,0.230303,1.08639966666667,0.979664,1.08967133333333,0.996014,2.96793833333333,75,42.6666666666667,162.333333333333,0.049159076,0.101385625666667,-0.00972375266666667,276.303766666667,276.811216666667,0.00200394233333333,0.209252283333333,0.003896691,0.283055136666667,0.17096576,0.251375326666667,0.159953688,0.175181058666667,0.167395316666667,0.0967149816666667,0.0479764863333333,0.177326333333333,1.35763372,0.301632816666667,0.40310427,0.0564753083333333,0.141337286,58.559141,0.19,0.4,277.873333333333,269.553333333333,385.406666666667,"FLUXNET","WSA","SA","Dfc","Cold","N",67.99724,24.20918
"FI-Lom","WET",6,9.96033333333333,4.493,2.207,100.07246919,-0.759253133333333,0.979398,-0.761669366666667,0.978472333333333,2.99681333333333,3.33268333333333,3.02744,3.15449666666667,2.26282666666667,2.40319666666667,2.27927333333333,2.36544,3.4039471,86.6666666666667,47.3333333333333,187.666666666667,0.215750023333333,0.41965441,-0.013907137,282.673186666667,282.965573333333,0.00254044866666667,0.415622723333333,0.00549609033333333,0.277332463333333,0.0372772246666667,0.191381096666667,0.0192755546666667,0.0416672253333333,0.214983326666667,0.139016113333333,0.0638411086666667,0.302627533333333,3.58988753333333,0.66941765,0.15605528,0.12933559,0.421256756666667,0.3,0.43,1.13333333333333,287.64,276.08,385.275,"FLUXNET","WSA","SA","Dfc","Cold","N",67.99724,24.20918
"FI-Lom","WET",7,12.656,3.852,2.51766666666667,84.3248295033333,-2.96161,0.973566333333333,-2.96391333333333,0.973118333333333,6.29336,6.78133666666667,6.31528666666667,6.75448,3.32759333333333,3.71564,3.35568666666667,3.67863,2.5976507,82,45,176,0.29567894,0.604255466666667,-0.0121147433333333,285.734176666667,285.824806666667,0.00228032633333333,0.410884993333333,0.00682471766666667,0.261892596666667,0.030119354,0.225588173333333,0.01553871,0.0413655906666667,0.229705366666667,0.130240853333333,0.0527107503333333,0.378893866666667,4.47513756666667,0.7642648,0.26824568,0.17249266,0.525583063333333,0.150537633333333,0.533333333333333,1.56666666666667,290.06,278.646666666667,384.623333333333,"FLUXNET","WSA","SA","Dfc","Cold","N",67.99724,24.20918
"FI-Lom","WET",8,11.2163333333333,3.18066666666667,1.81766666666667,53.0022908433333,-1.012192,0.951164666666667,-1.007392,0.950044666666667,4.17745,4.35873,4.14475666666667,4.28391333333333,3.17181333333333,3.09629666666667,3.13556666666667,3.11158666666667,0.787312826666667,58.3333333333333,31.6666666666667,125,0.232820236666667,0.551156763333333,-0.008817976,284.539786666667,284.52292,0.00270739633333333,0.319552813333333,0.00752817166666667,0.241024246666667,0.0288946216666667,0.215995706666667,0.014764517,0.03854785,0.218265043333333,0.120394086666667,0.0479026833333333,0.365774373333333,4.6135373,0.763734213333333,0.284268956666667,0.16510097,0.524994086666667,0.892473133333333,0.606666666666667,1.5,286.626666666667,276.56,383.823333333333,"FLUXNET","WSA","SA","Dfc","Cold","N",67.99724,24.20918
"FI-Lom","WET",9,5.855,1.841,1.96133333333333,10.2569322843333,0.722504666666667,0.94213,0.725774666666667,0.943055666666667,0.91825,0.845248666666667,0.91234,0.816172333333333,1.63357666666667,1.36075,1.63112333333333,1.40075,0.13088023,31.6666666666667,17.3333333333333,68.6666666666667,0.0898299553333333,0.265297943333333,-0.005209215,278.701703333333,278.73095,0.001822846,0.16389622,0.006810569,0.20836351,0.0345011096666667,0.169384996666667,0.0156055553333333,0.035372224,0.18021998,0.101096665,0.0434249986666667,0.26729286,3.81452266666667,0.65977201,0.251604653333333,0.112129672666667,0.40998135,0.30000001,0.433333333333333,0.766666666666667,280.22,273.24,383.41,"FLUXNET","WSA","SA","Dfc","Cold","N",67.99724,24.20918
